SITE_NO,DATE_TIME_HEURE,MATRIX,START_DEPTH_METERS,END_DEPTH_METERS,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7067","NG/G","2,2',4,4',5-PENTACHLOROBIPHENYL (PCB 99)","2,2',4,4',5-PENTACHLOROBIPHÉNYLE (BPC 99)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7068","NG/G","2,2',4,5,5'-PENTACHLOROBIPHENYL (PCB 101)","2,2',4,5,5'-PENTACHLOROBIPHÉNYLE (BPC 101)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7060","NG/G","2,2',4,5'-TETRACHLOROBIPHENYL (PCB 49)","2,2',4,5'-TÉTRACHLOROBIPHÉNYLE (BPC 49)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7054","NG/G","2,2',4-TRICHLOROBIPHENYL (PCB 17)","2,2',4-TRICHLOROBIPHÉNYLE (BPC 17)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7061","NG/G","2,2',5,5'-TETRACHLOROBIPHENYL (PCB 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE (BPC 52)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","87.4","5.46","","7096","%","2,2',5,5'-TETRACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 52)","2,2',5,5'-TÉTRACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 52)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7055","NG/G","2,2',5-TRICHLOROBIPHENYL (PCB 18)","2,2',5-TRICHLOROBIPHÉNYLE (BPC 18)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7072","NG/G","2,2'3,3',4,4'-HEXACHLOROBIPHENYL (PCB 128)","2,2'3,3',4,4'-HEXACHLOROBIPHÉNYLE (BPC 128)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7091","NG/G","2,3,3',4,4',5,5',6-OCTACHLOROBIPHENYL (PCB 205)","2,3,3',4,4',5,5',6-OCTACHLOROBIPHÉNYLE (BPC 205)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7087","NG/G","2,3,3',4,4',5',6-HEPTACHLOROBIPHENYL (PCB 191)","2,3,3',4,4',5',6-HEPTACHLOROBIPHÉNYLE (BPC 191)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7078","NG/G","2,3,3',4,4',5-HEXACHLOROBIPHENYL (PCB 156)","2,3,3',4,4',5-HEXACHLOROBIPHÉNYLE (BPC 156)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7079","NG/G","2,3,3',4,4',6-HEXACHLOROBIPHENYL (PCB 158)","2,3,3',4,4',6-HEXACHLOROBIPHÉNYLE (BPC 158)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7070","NG/G","2,3,3',4',6-PENTACHLOROBIPHENYL (PCB 110)","2,3,3',4',6-PENTACHLOROBIPHÉNYLE (BPC 110)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","106","5.46","","7097","%","2,3,3',5,5'-PENTACHLOROBIPHENYL-13C12 (CONGENER BZ NO. 111)","2,3,3',5,5'-PENTACHLOROBIPHÉNYLE-13C12 (CONGÉNÈRE BZ NO. 111)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7069","NG/G","2,3,3'4,4'-PENTACHLOROBIPHENYL (PCB 105)","2,3,3'4,4'-PENTACHLOROBIPHÉNYLE (BPC 105)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7071","NG/G","2,3',4,4',5-PENTACHLOROBIPHENYL (PCB 118)","2,3',4,4',5-PENTACHLOROBIPHÉNYLE (PCB 118)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7062","NG/G","2,3',4',5-TETRACHLOROBIPHENYL (PCB 70)","2,3',4',5-TÉTRACHLOROBIPHÉNYLE (BPC 70)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7058","NG/G","2,3',4'-TRICHLOROBIPHENYL (PCB 33)","2,3',4'-TRICHLOROBIPHÉNYLE (BPC 33)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","7.03","5.46","","6647","NG/G","2,3,5-TRIMETHYLNAPHTHALENE","2,3,5-TRIMÉTHYLNAPHTALÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7063","NG/G","2,4,4',5-TETRACHLOROBIPHENYL (PCB 74)","2,4,4',5-TÉTRACHLOROBIPHÉNYLE (BPC 74)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7056","NG/G","2,4,4'-TRICHLOROBIPHENYL (PCB 28)","2,4,4'-TRICHLOROBIPHÉNYLE (BPC 28)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","78","5.46","","7095","%","2,4,4'-TRICHLOROBIPHENYL-13C12 (CONGENER BZ NO. 28)","2,4,4'-TRICHLOROBIPHÉNYL-13C12 (CONGÉNÈRE BZ NO. 28)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7057","NG/G","2,4',5-TRICHLOROBIPHENYL (PCB 31)","2,4',5-TRICHLOROBIPHÉNYLE (BPC 31)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6648","NG/G","2-CHLORONAPHTHALENE","2-CHLORONAPHTALÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","10.9","10.9","","6666","NG/G","2-METHYLCHRYSENE","2-MÉTHYLCHRYSÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6649","NG/G","2-METHYLFLUORANTHENE","2-MÉTHYLFLUORANTHÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","18.8","5.46","","6650","NG/G","2-METHYLNAPHTHALENE","2-MÉTHYLNAPHTALÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","85.3","0","","6667","%","2-METHYLNAPHTHALENE-D10","2-MÉTHYLNAPHTALÈNE-D10","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7080","NG/G","3,3',4,4',5,5'-HEXACHLOROBIPHENYL (PCB 169)","3,3',4,4',5,5'-HEXACHLOROBIPHÉNYLE (BPC 169)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6638","NG/G","3-METHYLCHOLANTHRENE","3-MÉTHYLCHOLANTHRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","11","5.46","","6651","NG/G","3-METHYLCHRYSENE","3-MÉTHYLCHRYSÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","16.4","16.4","","6653","NG/G","4-METHYLCHRYSENE/6-METHYLCHRYSENE","4-MÉTHYLCHRYSÈNE/6-MÉTHYLCHRYSÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6652","NG/G","5-METHYLCHRYSENE","5-MÉTHYLCHRYSÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6654","NG/G","7H-DIBENZO(C,G)CARBAZOLE","7H-DIBENZO(C,G)CARBAZOLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","10.9","10.9","","6662","NG/G","7-ISOPROPYL-1-METHYLPHENANTHRENE (RETENE)","1-PHÉNANTHRÈNE DE MÉTHYL 7-ISOPROPYL (RÉTÈNE)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","10.9","10.9","","6621","NG/G","ACENAPHTHENE","ACENAPHTÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","88.1","0","","6669","%","ACENAPHTHENE-D10","ACÉNAPHTÈNE-D10","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6622","NG/G","ACENAPHTHYLENE","ACÉNAPHTYLÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6096","NG/G","ALDRIN","ALDRINE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6092","NG/G","ALPHA-BENZENEHEXACHLORIDE","ALPHA-HEXACHLORURE DE BENZÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6099","NG/G","ALPHA-CHLORDANE","ALPHA-CHLORDANE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6097","NG/G","ALPHA-ENDOSULFAN","ALPHA-ENDOSULFAN","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","42000","50","50","103202","µG/G","ALUMINUM TOTAL RECOVERABLE","ALUMINIUM TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6655","NG/G","ANTHANTHRENE","ANTHANTHRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","73.5","0","","6670","%","ANTHRACENE-D10","ANTHRACÈNE-D10","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","0.1","0.1","0.1","103199","µG/G","ANTIMONY TOTAL RECOVERABLE","ANTIMOINE RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","10","1","1","103187","µG/G","ARSENIC TOTAL RECOVERABLE","ARSENIC RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","290","1","1","103203","µG/G","BARIUM TOTAL RECOVERABLE","BARYUM TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","15.4","5.46","","6624","NG/G","BENZO(A)ANTHRACENE","BENZO(A)ANTHRACÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","36.7","5.46","","6632","NG/G","BENZO(A)PHENANTHRENE","BENZO(A)PHÉNANTHRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","21","10.9","","6630","NG/G","BENZO(A)PYRENE","BENZO(A)PYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","94.3","0","","6673","%","BENZO(A)PYRENE-D12","BENZO(A)PYRÈNE-D12","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","57.6","10.9","","6625","NG/G","BENZO(B)FLUORANTHENE","BENZO(B)FLUORANTHÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6629","NG/G","BENZO(C)PHENANTHRENE","BENZO(C)PHÉNANTHRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","44.1","5.46","","6631","NG/G","BENZO(E)PYRENE","BENZO(E)PYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","47.1","5.46","","6628","NG/G","BENZO(G,H,I)PERYLENE","BENZO(G,H,I)PÉRYLÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","37.9","5.46","","6626","NG/G","BENZO(J)FLUORANTHENE","BENZO(J)FLUORANTHÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","44.4","5.46","","6627","NG/G","BENZO(K)FLUORANTHENE","BENZO(K)FLUORANTHÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","39.2","10.9","","6641","NG/G","BENZOPHENANTHRENE","BENZOPHÉNANTHRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","1.6","0.01","0.01","103188","µG/G","BERYLLIUM TOTAL RECOVERABLE","BÉRYLLIUM RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6085","NG/G","BETA-BENZENEHEXACHLORIDE OR GAMMA-HEXACHLOROCYCLOHEXANE","BÉTA-HEXACHLORURE DE BENZÈNE OU GAMMA-HEXACHLOROCYCLOHEXANE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6098","NG/G","BETA-ENDOSULFAN","BÉTA-ENDOSULFAN","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","58.2","","","4672","%","BETA-HEXACHLOROCYCLOHEXANE (BETA-HCH OR BETA-BHC)","BÉTA-HEXACHLOROCYCLOHEXANE (BÉTA-HCH OU BÉTA-BHC)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6656","NG/G","BIPHENYL","BIPHÉNYLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","100","0","","6668","%","BIPHENYL-D10","BIPHÉNYLE-D10","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","0.7","0.1","0.1","103189","µG/G","BISMUTH TOTAL RECOVERABLE","BISMUTH RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","1.6","0.1","0.1","103190","µG/G","CADMIUM TOTAL RECOVERABLE","CADMIUM RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","7670","50","50","103212","µG/G","CALCIUM TOTAL RECOVERABLE","CALCIUM RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6657","NG/G","CARBAZOLE OR DIBENZOPYRROLE","CARBAZOLE OU DIBENZOPYRROLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","3.4","","","6912","%","CARBON PARTICULATE ORGANIC","CARBONE ORGANIQUE PARTICULAIRE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","0.1","","","2674","%","CARBON TOTAL INORGANIC","CARBONE INORGANIQUE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","75.4","0.002","0.002","103727","µG/G","CERIUM TOTAL RECOVERABLE","CÉRIUM TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","3.63","0.001","0.001","103728","µG/G","CESIUM TOTAL RECOVERABLE","CÉSIUM TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6118","NG/G","CHLOROTHALONIL","CHLOROTHALONIL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","76","1","1","103204","µG/G","CHROMIUM TOTAL RECOVERABLE","CHROME  RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","87.9","0","","6672","%","CHRYSENE-D12","CHRYSÈNE-D12","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6119","NG/G","CIS-NONACHLOR","CIS-NONACHLOR","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","18.1","0.1","0.1","103191","µG/G","COBALT TOTAL RECOVERABLE","COBALT RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","67","2","2","103740","µG/G","COPPER  TOTAL RECOVERABLE","CUIVRE RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","30.9","5.46","","6658","NG/G","CORONENE","CORONÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7094","NG/G","DECACHLOROBIPHENYL (PCB 209)","DÉCACHLOROBIPHÉNYLE (BPC 209)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6120","NG/G","D-HEXACHLOROHEXANE (D-HCH)","D-HEXACHLOROHEXANE (D-HCH)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","12.1","5.46","","6663","NG/G","DIBENZ(A,J)ANTHRACENE","DIBENZ(A,J)ANTHRACÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","29.5","5.46","","6659","NG/G","DIBENZO(A,C/A,H)ANTHRACENE","DIBENZO(A,C/A,H)ANTHRACÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","34.6","5.46","","6665","NG/G","DIBENZO(A,E)FLUORANTHENE","DIBENZO(A,E)FLUORANTHÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","7.25","5.46","","6664","NG/G","DIBENZO(A,E)PYRENE","DIBENZO(A,E)PYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","95.4","0","","6674","%","DIBENZO(A,H)ANTHRACENE-D14","DIBENZO(A,H)ANTHRACÈNE-D14","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","10.9","10.9","","6633","NG/G","DIBENZO(A,H)PYRENE","DIBENZO(A,H)PYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","10.9","10.9","","6634","NG/G","DIBENZO(A,I)PYRENE","DIBENZO(A,I)PYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6090","NG/G","DIELDRIN","DIELDRINE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6122","NG/G","ENDOSULFAN SULPHATE","SULFATE D'ENDOSULFAN","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6093","NG/G","ENDRIN","ENDRINE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6124","NG/G","ENDRIN KETONE","ENDRINE CÉTONE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","47.7","10.9","","6635","NG/G","FLUORANTHENE","FLUORANTHÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","11.7","5.46","","6636","NG/G","FLUORENE","FLUORÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","15.1","0.02","0.02","103192","µG/G","GALLIUM TOTAL RECOVERABLE","GALLIUM RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6094","NG/G","GAMMA-CHLORDANE","GAMMA-CHLORDANE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","63.8","","","4673","%","GAMMA-CHLORDENE","GAMMA-CHLORDÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","0.01","0.01","0.01","103736","µG/G","GOLD TOTAL RECOVERABLE","OR TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6086","NG/G","HEPTACHLOR","HEPTACHLOR","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6087","NG/G","HEPTACHLOR EPOXIDE (B)","HEPTACHLOR ÉPOXYDE (B)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6125","NG/G","HEPTACHLOR EPOXIDE (ISOMER A)","HEPTACHLORE ÉPOXYDE (ISOMÈRE A)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6084","NG/G","HEXACHLOROBENZENE","HEXACHLOROBENZÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6126","NG/G","HEXACHLOROBUTADIENE","HEXACHLOROBUTADIÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6127","NG/G","HEXACHLOROCYCLOPENTADIENE","HEXACHLOROCYCLOPENTADIÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","6660","NG/G","INDENE","INDÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","58.7","5.46","","6637","NG/G","INDENO(1,2,3-C,D)PYRENE","INDÉNO(1,2,3-C,D)PYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","38000","50","50","103206","µG/G","IRON TOTAL RECOVERABLE","FER RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","38.6","0.05","0.05","103193","µG/G","LANTHANUM TOTAL RECOVERABLE","LANTHANE RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","66.1","0.1","0.1","103197","µG/G","LEAD TOTAL RECOVERABLE","PLOMB RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","31.8","0.2","0.2","103194","µG/G","LITHIUM TOTAL RECOVERABLE","LITHIUM RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","12100","50","50","103213","µG/G","MAGNESIUM TOTAL RECOVERABLE","MAGNÉSIUM RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","1280","5","5","103207","µG/G","MANGANESE TOTAL RECOVERABLE","MANGANÈSE RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","0.098","0.001","0.001","109459","MG/KG","MERCURY TOTAL","MERCURE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6091","NG/G","MIREX","MIREX","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","0.5","0.5","0.5","103195","µG/G","MOLYBDENUM TOTAL RECOVERABLE","MOLYBDÈNE RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","13.5","5.46","","6639","NG/G","NAPHTHALENE","NAPHTALÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","210","0.5","0.5","103196","µG/G","NICKEL  TOTAL RECOVERABLE","NICKEL  RÉCUPÉRABLE TOTAL","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","0.05","0.05","0.05","103729","µG/G","NIOBIUM TOTAL RECOVERABLE","NIOBIUM TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","0.44","","","7912","%","NITROGEN PARTICULATE ORGANIC","AZOTE ORGANIQUE PARTICULAIRE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6135","NG/G","O,P'-DDD (MITOTANE) (2,4'-DDD)","O,P'-DDD (MITOTANE) (2,4'-DDD)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6136","NG/G","O,P'-DDE (2,4'-DDE)","O,P'-DDE (2,4'-DDE)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6137","NG/G","O,P'-DDT (2,4'-DDT)","O,P'-DDT (2,4'-DDT)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6128","NG/G","OCTACHLOROSTYRENE","OCTACHLOROSTYRÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6129","NG/G","OXYCHLORDANE","OXYCHLORDANE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","5.95","2.73","","6139","NG/G","P,P'-DDE (4,4'-DDE)","P,P'-DDE (4,4'-DDE)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6140","NG/G","P,P'-DDT (4,4'-DDT)","P,P'-DDT (4,4'-DDT)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6138","NG/G","P,P'-DICHLORODIPHENYL DICHLOROETHANE (P,P'-DDD) OR 1,2-DIPHENYL TETRACHLOROETHANE (4,4'-DDD)","P,P'-DICHLORODIPHÉNYL DICHLOROÉTHANE (P,P'-DDD) OU 1,2-DIPHÉNYL TÉTRACHLOROÉTHANE (4,4'-DDD)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","22.8","2.73","","6095","NG/G","P,P'-METHOXYCHLOR (METHOXYCHLOR)","P,P'-MÉTHOXYCHLORE (MÉTHOXYCHLORE)","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","0.19","0.02","0.02","103738","µG/G","PALLADIUM TOTAL RECOVERABLE","PALLADIUM TOTAL RÉCUPÉRABLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","81.1","","","110578","%","PCB 103","BPC 103","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","5.46","5.46","","7074","NG/G","PCB 138","BPC 138","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","106","","","110579","%","PCB 198","BPC 198","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6130","NG/G","PENTACHLOROANISOLE","PENTACHLOROANISOLE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03","<","2.73","2.73","","6131","NG/G","PENTACHLOROBENZENE","PENTACHLOROBENZÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","41.1","10.9","","6661","NG/G","PERYLENE","PÉRYLÈNE","P"
"ON02IG0260","2017-09-17 12:00","S.SURFACE","0","-0.03"," ","29.8","5.46","","6640","NG/G","PHENANTHRENE","PHÉNANTHRÈNE","P"
